"","plot","grid_number","date","abundance","plot_grid","treatment","complexity","plot_date","days_since_outplanting","days_comp","c.abun.mean","rabun"
"698","LN",4,"15-Jun-19",6,"LN - 4","100%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,2.375
"699","LN",4,"20-Jul-19",0,"LN - 4","100%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,-1.625
"700","LN",4,"20-Jun-19",0,"LN - 4","100%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-2.75
"701","LN",4,"25-Jul-19",0,"LN - 4","100%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-1.75
"702","LN",4,"25-Jun-19",8,"LN - 4","100%","Low","LN - 25-Jun-19",13,"13 - Low",4,4
"703","LN",4,"28-Jul-19",20,"LN - 4","100%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,18.75
"704","LN",4,"28-Jun-19",3,"LN - 4","100%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,1.125
"705","LN",5,"02-Jul-19",2,"LN - 5","50%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,0.75
"706","LN",5,"05-Jul-19",0,"LN - 5","50%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-1.5
"707","LN",5,"05-Jun-19",1,"LN - 5","50%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,0.875
"708","LN",5,"06-Jun-19",2,"LN - 5","50%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-0.875
"709","LN",5,"07-Jun-19",3,"LN - 5","50%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,0.625
"710","LN",5,"09-Jul-19",2,"LN - 5","50%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,0.125
"711","LN",5,"11-Jun-19",6,"LN - 5","50%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,2.25
"712","LN",5,"13-Jun-19",4,"LN - 5","50%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,1.125
"713","LN",5,"15-Jul-19",1,"LN - 5","50%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,-0.125
"714","LN",5,"15-Jun-19",2,"LN - 5","50%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-1.625
"715","LN",5,"20-Jul-19",8,"LN - 5","50%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,6.375
"716","LN",5,"20-Jun-19",0,"LN - 5","50%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-2.75
"717","LN",5,"25-Jul-19",1,"LN - 5","50%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-0.75
"718","LN",5,"25-Jun-19",0,"LN - 5","50%","Low","LN - 25-Jun-19",13,"13 - Low",4,-4
"719","LN",5,"28-Jul-19",1,"LN - 5","50%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-0.25
"720","LN",5,"28-Jun-19",1,"LN - 5","50%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,-0.875
"721","LN",6,"02-Jul-19",2,"LN - 6","50%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,0.75
"722","LN",6,"05-Jul-19",1,"LN - 6","50%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-0.5
"723","LN",6,"05-Jun-19",0,"LN - 6","50%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,-0.125
"724","LN",6,"06-Jun-19",0,"LN - 6","50%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-2.875
"725","LN",6,"07-Jun-19",5,"LN - 6","50%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,2.625
"726","LN",6,"09-Jul-19",4,"LN - 6","50%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,2.125
"727","LN",6,"11-Jun-19",4,"LN - 6","50%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,0.25
"728","LN",6,"13-Jun-19",1,"LN - 6","50%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-1.875
"729","LN",6,"15-Jul-19",1,"LN - 6","50%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,-0.125
"730","LN",6,"15-Jun-19",1,"LN - 6","50%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-2.625
"731","LN",6,"20-Jul-19",3,"LN - 6","50%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,1.375
"732","LN",6,"20-Jun-19",1,"LN - 6","50%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-1.75
"733","LN",6,"25-Jul-19",2,"LN - 6","50%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,0.25
"734","LN",6,"25-Jun-19",5,"LN - 6","50%","Low","LN - 25-Jun-19",13,"13 - Low",4,1
"735","LN",6,"28-Jul-19",2,"LN - 6","50%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,0.75
"736","LN",6,"28-Jun-19",0,"LN - 6","50%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,-1.875
"737","LN",7,"02-Jul-19",2,"LN - 7","0%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,0.75
"738","LN",7,"05-Jul-19",0,"LN - 7","0%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-1.5
"739","LN",7,"05-Jun-19",2,"LN - 7","0%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,1.875
"740","LN",7,"06-Jun-19",1,"LN - 7","0%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-1.875
"741","LN",7,"07-Jun-19",6,"LN - 7","0%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,3.625
"742","LN",7,"09-Jul-19",1,"LN - 7","0%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-0.875
"743","LN",7,"11-Jun-19",6,"LN - 7","0%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,2.25
"744","LN",7,"13-Jun-19",1,"LN - 7","0%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-1.875
"745","LN",7,"15-Jul-19",8,"LN - 7","0%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,6.875
"746","LN",7,"15-Jun-19",1,"LN - 7","0%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-2.625
"747","LN",7,"20-Jul-19",5,"LN - 7","0%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,3.375
"748","LN",7,"20-Jun-19",0,"LN - 7","0%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-2.75
"749","LN",7,"25-Jul-19",1,"LN - 7","0%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-0.75
"750","LN",7,"25-Jun-19",12,"LN - 7","0%","Low","LN - 25-Jun-19",13,"13 - Low",4,8
"751","LN",7,"28-Jul-19",8,"LN - 7","0%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,6.75
"752","LN",7,"28-Jun-19",0,"LN - 7","0%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,-1.875
"753","LN",9,"02-Jul-19",3,"LN - 9","100%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,1.75
"754","LN",9,"05-Jul-19",0,"LN - 9","100%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-1.5
"755","LN",9,"05-Jun-19",1,"LN - 9","100%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,0.875
"756","LN",9,"06-Jun-19",2,"LN - 9","100%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-0.875
"757","LN",9,"07-Jun-19",2,"LN - 9","100%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,-0.375
"758","LN",9,"09-Jul-19",1,"LN - 9","100%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-0.875
"759","LN",9,"11-Jun-19",3,"LN - 9","100%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,-0.75
"760","LN",9,"13-Jun-19",2,"LN - 9","100%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-0.875
"761","LN",9,"15-Jul-19",2,"LN - 9","100%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,0.875
"762","LN",9,"15-Jun-19",4,"LN - 9","100%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,0.375
"763","LN",9,"20-Jul-19",3,"LN - 9","100%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,1.375
"764","LN",9,"20-Jun-19",2,"LN - 9","100%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-0.75
"765","LN",9,"25-Jul-19",2,"LN - 9","100%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,0.25
"766","LN",9,"25-Jun-19",3,"LN - 9","100%","Low","LN - 25-Jun-19",13,"13 - Low",4,-1
"767","LN",9,"28-Jul-19",0,"LN - 9","100%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-1.25
"768","LN",9,"28-Jun-19",2,"LN - 9","100%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,0.125
"769","LN",11,"02-Jul-19",1,"LN - 11","100%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,-0.25
"770","LN",11,"05-Jul-19",2,"LN - 11","100%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,0.5
"771","LN",11,"05-Jun-19",1,"LN - 11","100%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,0.875
"772","LN",11,"06-Jun-19",4,"LN - 11","100%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,1.125
"773","LN",11,"07-Jun-19",2,"LN - 11","100%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,-0.375
"774","LN",11,"09-Jul-19",13,"LN - 11","100%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,11.125
"775","LN",11,"11-Jun-19",4,"LN - 11","100%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,0.25
"776","LN",11,"13-Jun-19",5,"LN - 11","100%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,2.125
"777","LN",11,"15-Jul-19",7,"LN - 11","100%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,5.875
"778","LN",11,"15-Jun-19",4,"LN - 11","100%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,0.375
"779","LN",11,"20-Jul-19",9,"LN - 11","100%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,7.375
"780","LN",11,"20-Jun-19",2,"LN - 11","100%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-0.75
"781","LN",11,"25-Jul-19",1,"LN - 11","100%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-0.75
"782","LN",11,"25-Jun-19",1,"LN - 11","100%","Low","LN - 25-Jun-19",13,"13 - Low",4,-3
"783","LN",11,"28-Jul-19",6,"LN - 11","100%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,4.75
"784","LN",11,"28-Jun-19",3,"LN - 11","100%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,1.125
"785","LN",12,"02-Jul-19",0,"LN - 12","50%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,-1.25
"786","LN",12,"05-Jul-19",1,"LN - 12","50%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-0.5
"787","LN",12,"05-Jun-19",5,"LN - 12","50%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,4.875
"788","LN",12,"06-Jun-19",1,"LN - 12","50%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-1.875
"789","LN",12,"07-Jun-19",1,"LN - 12","50%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,-1.375
"790","LN",12,"09-Jul-19",3,"LN - 12","50%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,1.125
"791","LN",12,"11-Jun-19",1,"LN - 12","50%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,-2.75
"792","LN",12,"13-Jun-19",6,"LN - 12","50%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,3.125
"793","LN",12,"15-Jul-19",14,"LN - 12","50%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,12.875
"794","LN",12,"15-Jun-19",8,"LN - 12","50%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,4.375
"795","LN",12,"20-Jul-19",0,"LN - 12","50%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,-1.625
"796","LN",12,"20-Jun-19",10,"LN - 12","50%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,7.25
"797","LN",12,"25-Jul-19",0,"LN - 12","50%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-1.75
"798","LN",12,"25-Jun-19",3,"LN - 12","50%","Low","LN - 25-Jun-19",13,"13 - Low",4,-1
"799","LN",12,"28-Jul-19",1,"LN - 12","50%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-0.25
"800","LN",12,"28-Jun-19",3,"LN - 12","50%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,1.125
"801","LN",13,"02-Jul-19",1,"LN - 13","0%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,-0.25
"802","LN",13,"05-Jul-19",2,"LN - 13","0%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,0.5
"803","LN",13,"05-Jun-19",2,"LN - 13","0%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,1.875
"804","LN",13,"06-Jun-19",7,"LN - 13","0%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,4.125
"805","LN",13,"07-Jun-19",3,"LN - 13","0%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,0.625
"806","LN",13,"09-Jul-19",3,"LN - 13","0%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,1.125
"807","LN",13,"11-Jun-19",4,"LN - 13","0%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,0.25
"808","LN",13,"13-Jun-19",19,"LN - 13","0%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,16.125
"809","LN",13,"15-Jul-19",2,"LN - 13","0%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,0.875
"810","LN",13,"15-Jun-19",8,"LN - 13","0%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,4.375
"811","LN",13,"20-Jul-19",16,"LN - 13","0%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,14.375
"812","LN",13,"20-Jun-19",6,"LN - 13","0%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,3.25
"813","LN",13,"25-Jul-19",4,"LN - 13","0%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,2.25
"814","LN",13,"25-Jun-19",7,"LN - 13","0%","Low","LN - 25-Jun-19",13,"13 - Low",4,3
"815","LN",13,"28-Jul-19",0,"LN - 13","0%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-1.25
"816","LN",13,"28-Jun-19",7,"LN - 13","0%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,5.125
"817","LN",14,"02-Jul-19",4,"LN - 14","0%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,2.75
"818","LN",14,"05-Jul-19",5,"LN - 14","0%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,3.5
"819","LN",14,"05-Jun-19",0,"LN - 14","0%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,-0.125
"820","LN",14,"06-Jun-19",7,"LN - 14","0%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,4.125
"821","LN",14,"07-Jun-19",11,"LN - 14","0%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,8.625
"822","LN",14,"09-Jul-19",1,"LN - 14","0%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-0.875
"823","LN",14,"11-Jun-19",1,"LN - 14","0%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,-2.75
"824","LN",14,"13-Jun-19",4,"LN - 14","0%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,1.125
"825","LN",14,"15-Jul-19",13,"LN - 14","0%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,11.875
"826","LN",14,"15-Jun-19",1,"LN - 14","0%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-2.625
"827","LN",14,"20-Jul-19",1,"LN - 14","0%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,-0.625
"828","LN",14,"20-Jun-19",5,"LN - 14","0%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,2.25
"829","LN",14,"25-Jul-19",0,"LN - 14","0%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-1.75
"830","LN",14,"25-Jun-19",17,"LN - 14","0%","Low","LN - 25-Jun-19",13,"13 - Low",4,13
"831","LN",14,"28-Jul-19",2,"LN - 14","0%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,0.75
"832","LN",14,"28-Jun-19",9,"LN - 14","0%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,7.125
"833","LN",16,"02-Jul-19",6,"LN - 16","0%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,4.75
"834","LN",16,"05-Jul-19",1,"LN - 16","0%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-0.5
"835","LN",16,"05-Jun-19",3,"LN - 16","0%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,2.875
"836","LN",16,"06-Jun-19",4,"LN - 16","0%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,1.125
"837","LN",16,"07-Jun-19",6,"LN - 16","0%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,3.625
"838","LN",16,"09-Jul-19",4,"LN - 16","0%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,2.125
"839","LN",16,"11-Jun-19",3,"LN - 16","0%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,-0.75
"840","LN",16,"13-Jun-19",5,"LN - 16","0%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,2.125
"841","LN",16,"15-Jul-19",2,"LN - 16","0%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,0.875
"842","LN",16,"15-Jun-19",1,"LN - 16","0%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-2.625
"843","LN",16,"20-Jul-19",1,"LN - 16","0%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,-0.625
"844","LN",16,"20-Jun-19",1,"LN - 16","0%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-1.75
"845","LN",16,"25-Jul-19",1,"LN - 16","0%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,-0.75
"846","LN",16,"25-Jun-19",0,"LN - 16","0%","Low","LN - 25-Jun-19",13,"13 - Low",4,-4
"847","LN",16,"28-Jul-19",3,"LN - 16","0%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,1.75
"848","LN",16,"28-Jun-19",5,"LN - 16","0%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,3.125
"849","LN",17,"02-Jul-19",4,"LN - 17","70%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,2.75
"850","LN",17,"05-Jul-19",1,"LN - 17","70%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-0.5
"851","LN",17,"05-Jun-19",3,"LN - 17","70%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,2.875
"852","LN",17,"06-Jun-19",1,"LN - 17","70%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-1.875
"853","LN",17,"07-Jun-19",4,"LN - 17","70%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,1.625
"854","LN",17,"09-Jul-19",3,"LN - 17","70%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,1.125
"855","LN",17,"11-Jun-19",7,"LN - 17","70%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,3.25
"856","LN",17,"13-Jun-19",2,"LN - 17","70%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-0.875
"857","LN",17,"15-Jul-19",2,"LN - 17","70%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,0.875
"858","LN",17,"15-Jun-19",8,"LN - 17","70%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,4.375
"859","LN",17,"20-Jul-19",2,"LN - 17","70%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,0.375
"860","LN",17,"20-Jun-19",11,"LN - 17","70%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,8.25
"861","LN",17,"25-Jul-19",3,"LN - 17","70%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,1.25
"862","LN",17,"25-Jun-19",6,"LN - 17","70%","Low","LN - 25-Jun-19",13,"13 - Low",4,2
"863","LN",17,"28-Jul-19",1,"LN - 17","70%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-0.25
"864","LN",17,"28-Jun-19",2,"LN - 17","70%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,0.125
"865","LN",18,"02-Jul-19",0,"LN - 18","30%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,-1.25
"866","LN",18,"05-Jul-19",4,"LN - 18","30%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,2.5
"867","LN",18,"05-Jun-19",0,"LN - 18","30%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,-0.125
"868","LN",18,"06-Jun-19",14,"LN - 18","30%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,11.125
"869","LN",18,"07-Jun-19",1,"LN - 18","30%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,-1.375
"870","LN",18,"09-Jul-19",1,"LN - 18","30%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-0.875
"871","LN",18,"11-Jun-19",4,"LN - 18","30%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,0.25
"872","LN",18,"13-Jun-19",6,"LN - 18","30%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,3.125
"873","LN",18,"15-Jul-19",3,"LN - 18","30%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,1.875
"874","LN",18,"15-Jun-19",0,"LN - 18","30%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-3.625
"875","LN",18,"20-Jul-19",2,"LN - 18","30%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,0.375
"876","LN",18,"20-Jun-19",5,"LN - 18","30%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,2.25
"877","LN",18,"25-Jul-19",4,"LN - 18","30%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,2.25
"878","LN",18,"25-Jun-19",2,"LN - 18","30%","Low","LN - 25-Jun-19",13,"13 - Low",4,-2
"879","LN",18,"28-Jul-19",1,"LN - 18","30%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-0.25
"880","LN",18,"28-Jun-19",2,"LN - 18","30%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,0.125
"881","LN",20,"02-Jul-19",1,"LN - 20","30%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,-0.25
"882","LN",20,"05-Jul-19",8,"LN - 20","30%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,6.5
"883","LN",20,"05-Jun-19",1,"LN - 20","30%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,0.875
"884","LN",20,"06-Jun-19",1,"LN - 20","30%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,-1.875
"885","LN",20,"07-Jun-19",1,"LN - 20","30%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,-1.375
"886","LN",20,"09-Jul-19",3,"LN - 20","30%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,1.125
"887","LN",20,"11-Jun-19",3,"LN - 20","30%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,-0.75
"888","LN",20,"13-Jun-19",5,"LN - 20","30%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,2.125
"889","LN",20,"15-Jul-19",3,"LN - 20","30%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,1.875
"890","LN",20,"15-Jun-19",11,"LN - 20","30%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,7.375
"891","LN",20,"20-Jul-19",4,"LN - 20","30%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,2.375
"892","LN",20,"20-Jun-19",6,"LN - 20","30%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,3.25
"893","LN",20,"25-Jul-19",6,"LN - 20","30%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,4.25
"894","LN",20,"25-Jun-19",6,"LN - 20","30%","Low","LN - 25-Jun-19",13,"13 - Low",4,2
"895","LN",20,"28-Jul-19",0,"LN - 20","30%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,-1.25
"896","LN",20,"28-Jun-19",1,"LN - 20","30%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,-0.875
"897","LN",21,"02-Jul-19",18,"LN - 21","100%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,16.75
"898","LN",21,"05-Jul-19",0,"LN - 21","100%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,-1.5
"899","LN",21,"05-Jun-19",2,"LN - 21","100%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,1.875
"900","LN",21,"06-Jun-19",6,"LN - 21","100%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,3.125
"901","LN",21,"07-Jun-19",1,"LN - 21","100%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,-1.375
"902","LN",21,"09-Jul-19",6,"LN - 21","100%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,4.125
"903","LN",21,"11-Jun-19",8,"LN - 21","100%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,4.25
"904","LN",21,"13-Jun-19",13,"LN - 21","100%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,10.125
"905","LN",21,"15-Jul-19",0,"LN - 21","100%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,-1.125
"906","LN",21,"15-Jun-19",10,"LN - 21","100%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,6.375
"907","LN",21,"20-Jul-19",1,"LN - 21","100%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,-0.625
"908","LN",21,"20-Jun-19",11,"LN - 21","100%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,8.25
"909","LN",21,"25-Jul-19",2,"LN - 21","100%","Low","LN - 25-Jul-19",43,"43 - Low",1.75,0.25
"910","LN",21,"25-Jun-19",8,"LN - 21","100%","Low","LN - 25-Jun-19",13,"13 - Low",4,4
"911","LN",21,"28-Jul-19",10,"LN - 21","100%","Low","LN - 28-Jul-19",48,"48 - Low",1.25,8.75
"912","LN",21,"28-Jun-19",12,"LN - 21","100%","Low","LN - 28-Jun-19",18,"18 - Low",1.875,10.125
"913","LN",22,"02-Jul-19",2,"LN - 22","70%","Low","LN - 02-Jul-19",23,"23 - Low",1.25,0.75
"914","LN",22,"05-Jul-19",4,"LN - 22","70%","Low","LN - 05-Jul-19",26,"26 - Low",1.5,2.5
"915","LN",22,"05-Jun-19",1,"LN - 22","70%","Low","LN - 05-Jun-19",1,"1 - Low",0.125,0.875
"916","LN",22,"06-Jun-19",6,"LN - 22","70%","Low","LN - 06-Jun-19",2,"2 - Low",2.875,3.125
"917","LN",22,"07-Jun-19",3,"LN - 22","70%","Low","LN - 07-Jun-19",3,"3 - Low",2.375,0.625
"918","LN",22,"09-Jul-19",1,"LN - 22","70%","Low","LN - 09-Jul-19",30,"30 - Low",1.875,-0.875
"919","LN",22,"11-Jun-19",14,"LN - 22","70%","Low","LN - 11-Jun-19",5,"5 - Low",3.75,10.25
"920","LN",22,"13-Jun-19",1,"LN - 22","70%","Low","LN - 13-Jun-19",7,"7 - Low",2.875,-1.875
"921","LN",22,"15-Jul-19",2,"LN - 22","70%","Low","LN - 15-Jul-19",33,"33 - Low",1.125,0.875
"922","LN",22,"15-Jun-19",2,"LN - 22","70%","Low","LN - 15-Jun-19",9,"9 - Low",3.625,-1.625
"923","LN",22,"20-Jul-19",3,"LN - 22","70%","Low","LN - 20-Jul-19",37,"37 - Low",1.625,1.375
"924","LN",22,"20-Jun-19",2,"LN - 22","70%","Low","LN - 20-Jun-19",11,"11 - Low",2.75,-0.75
