,plot,transect_ID,treatment,genotype,plot_grid,complexity,replicate_N_or_S,survey_number,month,day,year,date,visit,time_block,surveyor,cloud_cover(%),current,wind_speed,wind_direction,start_time,end_time,survey_elapsed_time,survey_type,SpeciesCode,common_name,SpeciesName,Genus,Family,Order,MaxLength,TrophicLevel,a,b,MajorTrophicGroup,SubTrophicGroup,FishingStatus,log a,L inf,grid_number,life_phase,TL,transit,plot_grid_survey,plot_grid_visit
11012,LS,a,30L70A,M1,LS - 5,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,396-01-11,Roughead Blenny,Enneanectes boehlkei,Enneanectes,Tripterygiidae,Perciformes,4,NA,0.0141,3.05,Herbivore,Small Territorial Herbivore,Aquarium,NA,4,5,A,2,NA,LS - 5 - 223,LS - 5 - 17
11013,LS,a,30L70A,M1,LS - 5,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,346-04-11,Sergeant Major,Abudefduf saxatilis,Abudefduf,Pomacentridae,Perciformes,23,3.4,0.02227,3.142,Omnivore,Omnivore,Minor commercial,-4.7859,23,5,A,12,NA,LS - 5 - 223,LS - 5 - 17
11014,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,6,J,3,NA,LS - 6 - 223,LS - 6 - 17
11015,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11016,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11017,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11018,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11019,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,6,J,1.5,NA,LS - 6 - 223,LS - 6 - 17
11020,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11021,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11022,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11023,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11024,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11025,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11026,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11027,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11028,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11029,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11030,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11031,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11032,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11033,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-05,Masked Goby,Coryphopterus personatus,Coryphopterus,Gobiidae,Perciformes,4,2.7,0.0213,2.8235,Planktivore,"Planktivore-small, site-attached",Aquarium,-3.849,4,6,J,1,NA,LS - 6 - 223,LS - 6 - 17
11034,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,6,J,3,NA,LS - 6 - 223,LS - 6 - 17
11035,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-05-12,Redband Parrotfish,Sparisoma aurofrenatum,Sparisoma,Scaridae,Perciformes,28,2,0.0047,3.4291,Herbivore,Roving Herbivore,Minor commercial,-5.7587,28,6,J,4,NA,LS - 6 - 223,LS - 6 - 17
11036,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-04-11,Slippery Dick,Halichoeres bivittatus,Halichoeres,Labridae,Perciformes,35,3.5,0.0134,2.9391,Invertivore,Mobile Invert Feeder,Aquarium,-4.8117,35,6,J,3,NA,LS - 6 - 223,LS - 6 - 17
11037,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,3,NA,LS - 6 - 223,LS - 6 - 17
11038,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,3,NA,LS - 6 - 223,LS - 6 - 17
11039,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,3,NA,LS - 6 - 223,LS - 6 - 17
11040,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,3,NA,LS - 6 - 223,LS - 6 - 17
11041,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,3.5,NA,LS - 6 - 223,LS - 6 - 17
11042,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,4,NA,LS - 6 - 223,LS - 6 - 17
11043,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,4,NA,LS - 6 - 223,LS - 6 - 17
11044,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,4,NA,LS - 6 - 223,LS - 6 - 17
11045,LS,a,100L,M5,LS - 6,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,6,J,4,NA,LS - 6 - 223,LS - 6 - 17
11046,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,284-04-08,Black Hamlet,Hypoplectrus nigricans,Hypoplectrus,Serranidae,Perciformes,15,4,0.0099,3.1818,Carnivore,Carnivore - generalist,Aquarium,-5.1419,15,7,A,8.5,NA,LS - 7 - 223,LS - 7 - 17
11047,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,7,J,3,NA,LS - 7 - 223,LS - 7 - 17
11048,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,7,J,3,NA,LS - 7 - 223,LS - 7 - 17
11049,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,7,J,3.5,NA,LS - 7 - 223,LS - 7 - 17
11050,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,7,J,4,NA,LS - 7 - 223,LS - 7 - 17
11051,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,7,J,4,NA,LS - 7 - 223,LS - 7 - 17
11052,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,7,A,6.5,NA,LS - 7 - 223,LS - 7 - 17
11053,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,7,J,4,NA,LS - 7 - 223,LS - 7 - 17
11054,LS,a,control,NA,LS - 7,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,360-09-16,Striped Parrotfish,Scarus iserti,Scarus,Scaridae,Perciformes,35,2,0.0166,3.0548,Herbivore,Roving Herbivore,Minor commercial,-4.8887,35,7,J,5,NA,LS - 7 - 223,LS - 7 - 17
11055,LS,a,100A,NA,LS - 8,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,306-02-16,Bar Jack,Carangoides ruber,Carangoides,Carangidae,Perciformes,59,3.8,0.018,2.99,Carnivore,Carnivore - mainly fish,Moderate commercial,-5.3687,59,8,J,8,NA,LS - 8 - 223,LS - 8 - 17
11056,LS,a,100A,NA,LS - 8,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,8,J,0.8,NA,LS - 8 - 223,LS - 8 - 17
11057,LS,a,100A,NA,LS - 8,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,403-01-01,Colon Goby,Coryphopterus dicrus,Coryphopterus,Gobiidae,Perciformes,5,2.5,0.0213,2.2835,Omnivore,Omnivore,Aquarium,NA,5,8,A,3,NA,LS - 8 - 223,LS - 8 - 17
11058,LS,a,100A,NA,LS - 8,Low,S,223,July,25,2019,25-Jul-19,17,end,Kelsey,20,L,7,S,11:33:00,11:51:00,0:18:00,recruit,396-01-11,Roughead Blenny,Enneanectes boehlkei,Enneanectes,Tripterygiidae,Perciformes,4,NA,0.0141,3.05,Herbivore,Small Territorial Herbivore,Aquarium,NA,4,8,A,2,NA,LS - 8 - 223,LS - 8 - 17
11059,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,346-02-16,Bicolor Damselfish,Stegastes partitus,Stegastes,Pomacentridae,Perciformes,10,NA,0.0182,3.1519,Herbivore,Small Territorial Herbivore,Aquarium,-4.8921,10,10,A,5.5,NA,LS - 10 - 224,LS - 10 - 17
11060,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,2.5,NA,LS - 10 - 224,LS - 10 - 17
11061,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,2.5,NA,LS - 10 - 224,LS - 10 - 17
11062,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,2.5,NA,LS - 10 - 224,LS - 10 - 17
11063,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,2.5,NA,LS - 10 - 224,LS - 10 - 17
11064,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,2.5,NA,LS - 10 - 224,LS - 10 - 17
11065,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3,NA,LS - 10 - 224,LS - 10 - 17
11066,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3,NA,LS - 10 - 224,LS - 10 - 17
11067,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3,NA,LS - 10 - 224,LS - 10 - 17
11068,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3,NA,LS - 10 - 224,LS - 10 - 17
11069,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3,NA,LS - 10 - 224,LS - 10 - 17
11070,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3.5,NA,LS - 10 - 224,LS - 10 - 17
11071,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3.5,NA,LS - 10 - 224,LS - 10 - 17
11072,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3.5,NA,LS - 10 - 224,LS - 10 - 17
11073,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3.5,NA,LS - 10 - 224,LS - 10 - 17
11074,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,3.5,NA,LS - 10 - 224,LS - 10 - 17
11075,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,4,NA,LS - 10 - 224,LS - 10 - 17
11076,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,4,NA,LS - 10 - 224,LS - 10 - 17
11077,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,4,NA,LS - 10 - 224,LS - 10 - 17
11078,LS,b,70L30A,K1,LS - 10,Low,S,224,July,25,2019,25-Jul-19,17,end,Taylor,50,L,7,SW,11:37:00,11:54:00,0:17:00,recruit,358-05-11,Bluehead Wrasse,Thalassoma bifasciatum,Thalassoma,Labridae,Perciformes,25,3.3,0.0107,2.9162,Planktivore,Planktivore-oceanic schooler,Aquarium,-4.8865,25,10,J,4,NA,LS - 10 - 224,LS - 10 - 17
